polity_code,polity_name,polity_type,continent,area_deg2,centroid_lon,centroid_lat,n_parts,n_vertices,n_holes,compactness,is_valid,span_lon,span_lat
LKA-1800-2025,Sri Lanka,sovereign,Asia,5.407533090796777,80.70487006580366,7.606996529242036,2,270,0,0.35070457542005723,True,2.1932040020425347,3.9062505036380344
TLS-1800-2025,Timor-Leste,sovereign,Asia,1.2348158640210503,125.8532864418856,-8.82350147552066,3,214,0,0.2612929667165797,True,3.260409003036557,1.3236270012326798
CYP-1879-2025,Cyprus,sovereign,Asia,0.9018215457176905,33.22192497196753,35.045898445834396,1,197,0,0.31275468538387907,True,2.315968002156808,1.0473635009754076
BRN-1888-2025,Brunei Darussalam,sovereign,Asia,0.46682806939961347,114.76162002078443,4.5213499034990114,2,97,0,0.25823522639889107,True,1.1986132511162282,1.032431500961465
THA-1909-2025,Thailand,sovereign,Asia,43.13692016075937,101.01720812160511,15.127646612508451,8,1195,0,0.1274637848826226,True,8.292019007722502,14.821109013803195
MNG-1911-2025,Mongolia,sovereign,Asia,184.42985744425962,103.08311705896011,46.83533982397475,1,1218,0,0.32053505947594185,True,32.170409029961036,10.555081059741497
JOR-1918-2025,Jordan,sovereign,Asia,8.45321698250599,36.7874910706177,31.2538721004231,1,119,0,0.40489323659420884,True,4.345049598146147,4.1910135039033065
AFG-1919-2025,Afghanistan,sovereign,Asia,62.56727792474293,66.02644043079925,33.83882269230428,1,696,0,0.3050008074148355,True,14.41157301342173,9.065873008443234
IRQ-1921-2025,Iraq,sovereign,Asia,42.13932229162362,43.77252479617608,33.04812401052007,1,349,0,0.46908752623713573,True,9.758204509087925,8.322009007750538
LBN-1944-2025,Lebanon,sovereign,Asia,0.9953826781848342,35.888007766425766,33.92023821127524,1,118,0,0.39896700145559566,True,1.5204941889160182,1.5854180014764694
PRK-1948-2025,North Korea,sovereign,Asia,12.917994023927132,127.18204290824026,40.143079769401,1,529,0,0.22179762896620098,True,6.3734640059356025,5.330272504964299
KOR-1948-2025,South Korea,sovereign,Asia,9.762808540210765,127.83515838140201,36.37547574945395,7,478,0,0.1532656062930035,True,3.4869540032473765,5.433036005059904
IND-1949-2025,India,sovereign,Asia,278.6791799665468,79.61598393581241,22.883711193300694,15,2764,0,0.11316829965699385,True,29.236309027228458,28.75979102678467
KHM-1953-2025,Cambodia,sovereign,Asia,15.129286847536019,104.92360971738161,12.71636970730855,2,393,0,0.39441273299826307,True,5.286625278524127,4.282959790446128
LAO-1954-2025,Laos,sovereign,Asia,19.68202189769658,103.76346396337911,18.50257762914223,1,578,0,0.17566410873803504,True,7.606999384496021,8.573461992839881
MYS-1965-2025,Malaysia,sovereign,Asia,26.74441486907562,109.7070251467268,3.7919798783141716,11,1147,0,0.09183011120087803,True,19.633745518285252,6.499991006053591
SGP-1965-2025,Singapore,sovereign,Asia,0.04426567858075458,103.8081735589262,1.3512092810966476,1,25,0,0.7685288833234001,True,0.3521135003278886,0.18597300017311502
SYR-1967-2025,Syrian Arab Republic,sovereign,Asia,18.462853690164557,38.521022494281304,35.024702043041074,1,252,0,0.4719226740334256,True,6.637861256182077,4.976936004635135
BGD-1971-2025,Bangladesh,sovereign,Asia,12.219751281739446,90.26815799504624,23.843624753964434,7,900,0,0.08722242524963462,True,4.623846004306245,5.8813180054774925
