source,country,item,unit,indicator,year,n_rows,values,largest,sum_of_rest,ratio,verdict
fao1952,nauru,phosphate rock,1000 tonnes,inputs:production,1949,2,1286;489,1286,489,2.6299,siblings_only
fao1952,nauru,phosphate rock,1000 tonnes,inputs:production,1950,2,1170;434,1170,434,2.6959,siblings_only
fao1952,nauru,phosphate rock,1000 tonnes,inputs:production,1951,2,1330;505,1330,505,2.6337,siblings_only
fao1952,netherlandswest indies,phosphate rock,1000 tonnes,inputs:production,1949,2,90;31,90,31,2.9032,siblings_only
fao1952,netherlandswest indies,phosphate rock,1000 tonnes,inputs:production,1950,2,92;32,92,32,2.8750,siblings_only
fao1952,netherlandswest indies,phosphate rock,1000 tonnes,inputs:production,1951,2,92;32,92,32,2.8750,siblings_only
fao1952,ocean island,phosphate rock,1000 tonnes,inputs:production,1949,2,277;105,277,105,2.6381,siblings_only
fao1952,ocean island,phosphate rock,1000 tonnes,inputs:production,1950,2,220;84,220,84,2.6190,siblings_only
fao1952,ocean island,phosphate rock,1000 tonnes,inputs:production,1951,2,268;102,268,102,2.6275,siblings_only
fao1952,singapore christmas island,phosphate rock,1000 tonnes,inputs:production,1949,2,287;106,287,106,2.7075,siblings_only
fao1952,singapore christmas island,phosphate rock,1000 tonnes,inputs:production,1950,2,290;110,290,110,2.6364,siblings_only
fao1952,singapore christmas island,phosphate rock,1000 tonnes,inputs:production,1951,2,308;115,308,115,2.6783,siblings_only
fao1952,spain,phosphate rock,1000 tonnes,inputs:production,1950,2,20;6,20,6,3.3333,siblings_only
fao1952,spain,phosphate rock,1000 tonnes,inputs:production,1951,2,22;7,22,7,3.1429,siblings_only
fao1952,tunisia,phosphate rock,1000 tonnes,inputs:production,1949,2,1449;898,1449,898,1.6136,siblings_only
fao1952,tunisia,phosphate rock,1000 tonnes,inputs:production,1950,2,1679;1057,1679,1057,1.5885,siblings_only
fao1952,union of south africa,phosphate rock,1000 tonnes,inputs:production,1949,2,45;9,45,9,5.0000,siblings_only
fao1952,union of south africa,phosphate rock,1000 tonnes,inputs:production,1950,2,50;8,50,8,6.2500,siblings_only
fao1952,union of south africa,phosphate rock,1000 tonnes,inputs:production,1951,2,50;8,50,8,6.2500,siblings_only
fao1952,united states and dependent territories,phosphate rock,1000 tonnes,inputs:production,1949,2,10711;3460,10711,3460,3.0957,siblings_only
fao1952,united states and dependent territories,phosphate rock,1000 tonnes,inputs:production,1950,2,10827;3464,10827,3464,3.1256,siblings_only
fao1952,united states and dependent territories,phosphate rock,1000 tonnes,inputs:production,1951,2,11177;3576,11177,3576,3.1256,siblings_only
fao1952,algeria,poultry,1000 heads,livestock:livestock,1949,4,10000;80;50;10,10000,140,71.4286,siblings_only
fao1952,algeria,poultry,1000 heads,livestock:livestock,1950,4,10000;80;50;10,10000,140,71.4286,siblings_only
fao1952,austria,poultry,1000 heads,livestock:livestock,1949,4,3892;162;60;26,3892,248,15.6935,siblings_only
fao1952,austria,poultry,1000 heads,livestock:livestock,1950,4,4886;158;91;30,4886,279,17.5125,siblings_only
fao1952,austria,poultry,1000 heads,livestock:livestock,1951,4,6661;171;101;38,6661,310,21.4871,siblings_only
fao1952,belgium,poultry,1000 heads,livestock:livestock,1950,4,7590;86;36;19,7590,141,53.8298,siblings_only
fao1952,british borneo brunei,poultry,1000 heads,livestock:livestock,1949,2,39;5,39,5,7.8000,siblings_only
fao1952,british borneo brunei,poultry,1000 heads,livestock:livestock,1950,2,32;6,32,6,5.3333,siblings_only
fao1952,british borneo brunei,poultry,1000 heads,livestock:livestock,1951,2,41;8,41,8,5.1250,siblings_only
fao1952,british borneo north borneo,poultry,1000 heads,livestock:livestock,1951,2,369;31,369,31,11.9032,siblings_only
fao1952,british borneo sarawak,poultry,1000 heads,livestock:livestock,1950,2,25;8,25,8,3.1250,siblings_only
fao1952,british borneo sarawak,poultry,1000 heads,livestock:livestock,1951,2,25;8,25,8,3.1250,siblings_only
fao1952,british guiana,poultry,1000 heads,livestock:livestock,1949,3,422;60;6,422,66,6.3939,siblings_only
fao1952,british guiana,poultry,1000 heads,livestock:livestock,1950,3,386;55;6,386,61,6.3279,siblings_only
fao1952,british honduras,poultry,1000 heads,livestock:livestock,1949,2,69;20,69,20,3.4500,siblings_only
fao1952,british west indies barbados,poultry,1000 heads,livestock:livestock,1949,2,1661;274,1661,274,6.0620,siblings_only
fao1952,british west indies jamaica,poultry,1000 heads,livestock:livestock,1949,3,27;20;1,27,21,1.2857,siblings_only
fao1952,british west indies jamaica,poultry,1000 heads,livestock:livestock,1950,3,27;20;1,27,21,1.2857,siblings_only
fao1952,british west indies jamaica,poultry,1000 heads,livestock:livestock,1951,3,35;20;2,35,22,1.5909,siblings_only
fao1952,canada,poultry,1000 heads,livestock:livestock,1949,4,69031;2686;518;424,69031,3628,19.0273,siblings_only
fao1952,canada,poultry,1000 heads,livestock:livestock,1950,4,61469;2559;489;369,61469,3417,17.9892,siblings_only
fao1952,canada,poultry,1000 heads,livestock:livestock,1951,4,64615;2529;438;352,64615,3319,19.4682,siblings_only
fao1952,ceylon,poultry,1000 heads,livestock:livestock,1950,4,1829;10;3;1,1829,14,130.6429,siblings_only
fao1952,ceylon,poultry,1000 heads,livestock:livestock,1951,4,1541;12;4;2,1541,18,85.6111,siblings_only
fao1952,china taiwan,poultry,1000 heads,livestock:livestock,1949,4,4525;1985;822;102,4525,2909,1.5555,siblings_only
fao1952,china taiwan,poultry,1000 heads,livestock:livestock,1950,4,4989;2217;987;142,4989,3346,1.4910,siblings_only
fao1952,china taiwan,poultry,1000 heads,livestock:livestock,1951,4,5143;2547;1037;147,5143,3731,1.3785,siblings_only
fao1952,costa rica,poultry,1000 heads,livestock:livestock,1950,2,875;38,875,38,23.0263,siblings_only
fao1952,cuba,poultry,1000 heads,livestock:livestock,1951,4,6945;201;57;31,6945,289,24.0311,siblings_only
fao1952,cyprus,poultry,1000 heads,livestock:livestock,1950,4,531;6;3;1,531,10,53.1000,siblings_only
fao1952,cyprus,poultry,1000 heads,livestock:livestock,1951,4,417;6;3;2,417,11,37.9091,siblings_only
fao1952,czechoslovakia,poultry,1000 heads,livestock:livestock,1949,4,13737;943;321;130,13737,1394,9.8544,siblings_only
fao1952,denmark,poultry,1000 heads,livestock:livestock,1949,4,25996;695;344;39,25996,1078,24.1150,siblings_only
fao1952,denmark,poultry,1000 heads,livestock:livestock,1950,4,24548;540;255;22,24548,817,30.0465,siblings_only
fao1952,denmark,poultry,1000 heads,livestock:livestock,1951,4,22250;401;185;20,22250,606,36.7162,siblings_only
fao1952,dominican republic,poultry,1000 heads,livestock:livestock,1949,4,2172;48;30;1,2172,79,27.4937,siblings_only
fao1952,dominican republic,poultry,1000 heads,livestock:livestock,1950,4,2155;54;33;1,2155,88,24.4886,siblings_only
fao1952,dominican republic,poultry,1000 heads,livestock:livestock,1951,4,1854;52;32;1,1854,85,21.8118,siblings_only
fao1952,ecuador,poultry,1000 heads,livestock:livestock,1949,4,15000;100;100;20,15000,220,68.1818,siblings_only
fao1952,ei salvador,poultry,1000 heads,livestock:livestock,1951,3,2756;161;81,2756,242,11.3884,siblings_only
fao1952,finland,poultry,1000 heads,livestock:livestock,1949,2,2668;5,2668,5,533.6000,siblings_only
fao1952,finland,poultry,1000 heads,livestock:livestock,1950,2,3108;5,3108,5,621.6000,siblings_only
fao1952,france,poultry,1000 heads,livestock:livestock,1949,2,75000;10000,75000,10000,7.5000,siblings_only
fao1952,france,poultry,1000 heads,livestock:livestock,1950,2,75000;10000,75000,10000,7.5000,siblings_only
fao1952,france,poultry,1000 heads,livestock:livestock,1951,2,75000;10000,75000,10000,7.5000,siblings_only
fao1952,france saar,poultry,1000 heads,livestock:livestock,1949,4,368;17;4;2,368,23,16.0000,siblings_only
fao1952,france saar,poultry,1000 heads,livestock:livestock,1950,4,487;20;5;3,487,28,17.3929,siblings_only
fao1952,france saar,poultry,1000 heads,livestock:livestock,1951,4,545;17;4;3,545,24,22.7083,siblings_only
fao1952,french guiana,poultry,1000 heads,livestock:livestock,1949,2,6;2,6,2,3.0000,siblings_only
fao1952,french guiana,poultry,1000 heads,livestock:livestock,1950,2,7;3,7,3,2.3333,siblings_only
fao1952,french oceania,poultry,1000 heads,livestock:livestock,1949,2,100;30,100,30,3.3333,siblings_only
fao1952,french oceania,poultry,1000 heads,livestock:livestock,1950,2,100;30,100,30,3.3333,siblings_only
fao1952,french togoland,poultry,1000 heads,livestock:livestock,1950,2,358;2,358,2,179.0000,siblings_only
fao1952,french togoland,poultry,1000 heads,livestock:livestock,1951,2,335;3,335,3,111.6667,siblings_only
fao1952,french west africa,poultry,1000 heads,livestock:livestock,1949,2,12000;800,12000,800,15.0000,siblings_only
fao1952,french west africa,poultry,1000 heads,livestock:livestock,1950,2,12000;800,12000,800,15.0000,siblings_only
fao1952,germany,poultry,1000 heads,livestock:livestock,1951,3,67850;4571;1607,67850,6178,10.9825,siblings_only
fao1952,germany eastern,poultry,1000 heads,livestock:livestock,1951,3,18786;2117;665,18786,2782,6.7527,siblings_only
fao1952,germany western,poultry,1000 heads,livestock:livestock,1949,4,25182;2178;505;366,25182,3049,8.2591,siblings_only
fao1952,germany western,poultry,1000 heads,livestock:livestock,1950,4,39957;2807;988;464,39957,4259,9.3818,siblings_only
fao1952,germany western,poultry,1000 heads,livestock:livestock,1951,4,48064;2419;902;416,48064,3737,12.8617,siblings_only
fao1952,guadeloupe,poultry,1000 heads,livestock:livestock,1949,3,115;9;3,115,12,9.5833,siblings_only
fao1952,guadeloupe,poultry,1000 heads,livestock:livestock,1950,3,122;9;4,122,13,9.3846,siblings_only
fao1952,guam,poultry,1000 heads,livestock:livestock,1949,2,72;1,72,1,72.0000,siblings_only
fao1952,guam,poultry,1000 heads,livestock:livestock,1950,2,88;1,88,1,88.0000,siblings_only
fao1952,guam,poultry,1000 heads,livestock:livestock,1951,2,101;1,101,1,101.0000,siblings_only
fao1952,guatemala,poultry,1000 heads,livestock:livestock,1950,3,5612;4166;233,5612,4399,1.2757,siblings_only
fao1952,hawaii,poultry,1000 heads,livestock:livestock,1950,3,611;9;3,611,12,50.9167,siblings_only
fao1952,honduras,poultry,1000 heads,livestock:livestock,1950,3,1574;55;49,1574,104,15.1346,siblings_only
fao1952,honduras,poultry,1000 heads,livestock:livestock,1951,3,1925;63;42,1925,105,18.3333,siblings_only
fao1952,hong kong,poultry,1000 heads,livestock:livestock,1950,2,218;22,218,22,9.9091,siblings_only
fao1952,hong kong,poultry,1000 heads,livestock:livestock,1951,2,681;26,681,26,26.1923,siblings_only
fao1952,iceland,poultry,1000 heads,livestock:livestock,1951,2,97;1,97,1,97.0000,siblings_only
fao1952,india,poultry,1000 heads,livestock:livestock,1951,2,30699;4893,30699,4893,6.2741,siblings_only
fao1952,indochina viet nam,poultry,1000 heads,livestock:livestock,1950,4,2004;1603;210;4,2004,1817,1.1029,siblings_only
fao1952,indochina viet nam,poultry,1000 heads,livestock:livestock,1951,4,2680;2077;314;5,2680,2396,1.1185,siblings_only
fao1952,indonesia,poultry,1000 heads,livestock:livestock,1949,2,32000;8000,32000,8000,4.0000,siblings_only
fao1952,indonesia,poultry,1000 heads,livestock:livestock,1950,2,33000;8500,33000,8500,3.8824,siblings_only
fao1952,iran,poultry,1000 heads,livestock:livestock,1949,3,13000;90;40,13000,130,100.0000,siblings_only
fao1952,ireland,poultry,1000 heads,livestock:livestock,1949,4,18524;1159;1062;750,18524,2971,6.2349,siblings_only
fao1952,ireland,poultry,1000 heads,livestock:livestock,1950,4,17983;1283;934;708,17983,2925,6.1480,siblings_only
fao1952,ireland,poultry,1000 heads,livestock:livestock,1951,4,15956;1307;809;662,15956,2778,5.7437,siblings_only
fao1952,israel,poultry,1000 heads,livestock:livestock,1949,2,2113;27,2113,27,78.2593,siblings_only
fao1952,israel,poultry,1000 heads,livestock:livestock,1950,2,3119;23,3119,23,135.6087,siblings_only
fao1952,israel,poultry,1000 heads,livestock:livestock,1951,2,4750;40,4750,40,118.7500,siblings_only
fao1952,japan,poultry,1000 heads,livestock:livestock,1949,3,16356;246;1,16356,247,66.2186,siblings_only
fao1952,japan,poultry,1000 heads,livestock:livestock,1950,4,16545;258;6;3,16545,267,61.9663,siblings_only
fao1952,jordan,poultry,1000 heads,livestock:livestock,1949,2,369;1,369,1,369.0000,siblings_only
fao1952,liberia,poultry,1000 heads,livestock:livestock,1949,2,3000;20,3000,20,150.0000,siblings_only
fao1952,luxembourg,poultry,1000 heads,livestock:livestock,1949,4,400;6;3;2,400,11,36.3636,siblings_only
fao1952,luxembourg,poultry,1000 heads,livestock:livestock,1950,4,399;6;3;2,399,11,36.2727,siblings_only
fao1952,luxembourg,poultry,1000 heads,livestock:livestock,1951,4,401;5;3;2,401,10,40.1000,siblings_only
fao1952,madagascar,poultry,1000 heads,livestock:livestock,1949,4,3000;500;300;150,3000,950,3.1579,siblings_only
fao1952,madagascar,poultry,1000 heads,livestock:livestock,1950,4,3000;500;300;150,3000,950,3.1579,siblings_only
fao1952,malta,poultry,1000 heads,livestock:livestock,1950,3,9857;9;5,9857,14,704.0714,siblings_only
fao1952,malta,poultry,1000 heads,livestock:livestock,1951,3,971;9;5,971,14,69.3571,siblings_only
fao1952,marcinique,poultry,1000 heads,livestock:livestock,1949,3,100;8;1,100,9,11.1111,siblings_only
fao1952,marcinique,poultry,1000 heads,livestock:livestock,1950,3,200;6;1,200,7,28.5714,siblings_only
fao1952,mozambique,poultry,1000 heads,livestock:livestock,1949,3,69;8;4,69,12,5.7500,siblings_only
fao1952,mozambique,poultry,1000 heads,livestock:livestock,1950,3,81;8;3,81,11,7.3636,siblings_only
fao1952,mozambique,poultry,1000 heads,livestock:livestock,1951,3,83;8;3,83,11,7.5455,siblings_only
fao1952,netherlands,poultry,1000 heads,livestock:livestock,1949,2,9335;388,9335,388,24.0593,siblings_only
fao1952,netherlands,poultry,1000 heads,livestock:livestock,1950,2,10486;526,10486,526,19.9354,siblings_only
fao1952,netherlands,poultry,1000 heads,livestock:livestock,1951,2,12449;528,12449,528,23.5777,siblings_only
fao1952,new zealand,poultry,1000 heads,livestock:livestock,1951,4,3829;261;58;51,3829,370,10.3486,siblings_only
fao1952,norway,poultry,1000 heads,livestock:livestock,1949,4,6742;21;17;13,6742,51,132.1961,siblings_only
fao1952,pacific is us trust,poultry,1000 heads,livestock:livestock,1951,2,22;1,22,1,22.0000,siblings_only
fao1952,pakistan,poultry,1000 heads,livestock:livestock,1950,4,22248;5063;61;1,22248,5125,4.3411,siblings_only
fao1952,panama,poultry,1000 heads,livestock:livestock,1951,3,1634;86;23,1634,109,14.9908,siblings_only
fao1952,philippines,poultry,1000 heads,livestock:livestock,1949,4,20359;751;31;31,20359,813,25.0418,siblings_only
fao1952,philippines,poultry,1000 heads,livestock:livestock,1950,4,27364;954;37;32,27364,1023,26.7488,siblings_only
fao1952,philippines,poultry,1000 heads,livestock:livestock,1951,4,32122;102;43;34,32122,179,179.4525,siblings_only
fao1952,poland,poultry,1000 heads,livestock:livestock,1949,4,42909;2931;2651;915,42909,6497,6.6044,siblings_only
fao1952,southern rhodesia,poultry,1000 heads,livestock:livestock,1949,4,471;21;17;1,471,39,12.0769,siblings_only
fao1952,southern rhodesia,poultry,1000 heads,livestock:livestock,1950,4,511;21;17;1,511,39,13.1026,siblings_only
fao1952,southern rhodesia,poultry,1000 heads,livestock:livestock,1951,4,377;20;13;2,377,35,10.7714,siblings_only
fao1952,spain,poultry,1000 heads,livestock:livestock,1950,4,20338;366;303;72,20338,741,27.4467,siblings_only
fao1952,surinam,poultry,1000 heads,livestock:livestock,1949,2,150;8,150,8,18.7500,siblings_only
fao1952,surinam,poultry,1000 heads,livestock:livestock,1950,2,175;10,175,10,17.5000,siblings_only
fao1952,switzerland,poultry,1000 heads,livestock:livestock,1951,2,6239;68,6239,68,91.7500,siblings_only
fao1952,syria,poultry,1000 heads,livestock:livestock,1949,4,2235;110;30;16,2235,156,14.3269,siblings_only
fao1952,syria,poultry,1000 heads,livestock:livestock,1950,4,2447;118;27;14,2447,159,15.3899,siblings_only
fao1952,syria,poultry,1000 heads,livestock:livestock,1951,4,2483;151;31;16,2483,198,12.5404,siblings_only
fao1952,turkey,poultry,1000 heads,livestock:livestock,1949,2,18955;1145,18955,1145,16.5546,siblings_only
fao1952,turkey,poultry,1000 heads,livestock:livestock,1950,2,20222;1174,20222,1174,17.2249,siblings_only
fao1952,turkey,poultry,1000 heads,livestock:livestock,1951,2,20114;1200,20114,1200,16.7617,siblings_only
fao1952,union of s africa,poultry,1000 heads,livestock:livestock,1950,4,10206;235;198;71,10206,504,20.2500,siblings_only
fao1952,united kingdom,poultry,1000 heads,livestock:livestock,1949,4,89152;3736;1144;467,89152,5347,16.6733,siblings_only
fao1952,united kingdom,poultry,1000 heads,livestock:livestock,1950,4,90789;3112;1250;958,90789,5320,17.0656,siblings_only
fao1952,united kingdom,poultry,1000 heads,livestock:livestock,1951,4,90067;2379;1168;730,90067,4277,21.0585,siblings_only
fao1952,united states,poultry,1000 heads,livestock:livestock,1949,2,448676;5540,448676,5540,80.9884,siblings_only
fao1952,united states,poultry,1000 heads,livestock:livestock,1950,2,456549;5986,456549,5986,76.2695,siblings_only
fao1952,united states,poultry,1000 heads,livestock:livestock,1951,2,442657;5091,442657,5091,86.9489,siblings_only
fao1952,uruguay,poultry,1000 heads,livestock:livestock,1951,4,5148;208;163;50,5148,421,12.2280,siblings_only
fao1952,yugoslavia,poultry,1000 heads,livestock:livestock,1949,4,17043;880;808;487,17043,2175,7.8359,siblings_only
fao1952,yugoslavia,poultry,1000 heads,livestock:livestock,1950,4,17622;1043;886;575,17622,2504,7.0375,siblings_only
fao1952,yugoslavia,poultry,1000 heads,livestock:livestock,1951,4,14980;873;789;468,14980,2130,7.0329,siblings_only
fao1952,zanzibar and pemba,poultry,1000 heads,livestock:livestock,1949,2,150;1,150,1,150.0000,siblings_only
fao1952,zanzibar and pemba,poultry,1000 heads,livestock:livestock,1950,2,150;1,150,1,150.0000,siblings_only
fao1952,zanzibar and pemba,poultry,1000 heads,livestock:livestock,1951,2,200;1,200,1,200.0000,siblings_only
fao1952,bolivia,sweet potatoes yams,1000 hectares,crops:area,1949,2,4;2,4,2,2.0000,siblings_only
fao1952,bolivia,sweet potatoes yams,1000 tonnes,crops:production,1949,2,30;5,30,5,6.0000,siblings_only
fao1952,spain,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,crops:production,1949,3,189;163;26,189,189,1.0000,total_beside_parts
fao1952,spain,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,crops:production,1950,3,198;174;24,198,198,1.0000,total_beside_parts
fao1952,spain,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,crops:production,1951,3,332;305;27,332,332,1.0000,total_beside_parts
fao1952,united states,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,crops:production,1949,3,891;472;419,891,891,1.0000,total_beside_parts
fao1952,united states,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,crops:production,1950,3,2337;1825;512,2337,2337,1.0000,total_beside_parts
fao1952,luxembourg,edible pig fat,1000 tonnes,livestock:production,1950,2,1;1,1,1,1.0000,total_beside_parts
fao1952,luxembourg,edible pig fat,1000 tonnes,livestock:production,1951,2,1;1,1,1,1.0000,total_beside_parts
fao1952,italy,grapes,1000 tonnes,crops:production,1950,3,6544;4014;2530,6544,6544,1.0000,total_beside_parts
fao1952,italy,grapes,1000 tonnes,crops:production,1951,3,7318;4435;2883,7318,7318,1.0000,total_beside_parts
fao1952,albania,horses mules asses,1000 heads,livestock:livestock,1938,3,54;45;10,54,55,0.9818,total_beside_parts
fao1952,british cameroons,horses mules asses,1000 heads,livestock:livestock,1949,3,17;10;7,17,17,1.0000,total_beside_parts
fao1952,british cameroons,horses mules asses,1000 heads,livestock:livestock,1950,3,17;10;7,17,17,1.0000,total_beside_parts
fao1952,british honduras,horses mules asses,1000 heads,livestock:livestock,1951,2,2;2,2,2,1.0000,total_beside_parts
fao1952,british west indies st lucia,horses mules asses,1000 heads,livestock:livestock,1939,2,1;1,1,1,1.0000,total_beside_parts
fao1952,british west indies trinidad and tobago,horses mules asses,1000 heads,livestock:livestock,1939,3,6;4;2,6,6,1.0000,total_beside_parts
fao1952,french togoland,horses mules asses,1000 heads,livestock:livestock,1937,2,4;4,4,4,1.0000,total_beside_parts
fao1952,french togoland,horses mules asses,1000 heads,livestock:livestock,1950,2,2;2,2,2,1.0000,total_beside_parts
fao1952,greece,horses mules asses,1000 heads,livestock:livestock,1950,3,371;232;146,371,378,0.9815,total_beside_parts
fao1952,greece,horses mules asses,1000 heads,livestock:livestock,1951,3,390;238;156,390,394,0.9898,total_beside_parts
fao1952,guadeloupe,horses mules asses,1000 heads,livestock:livestock,1949,3,5;4;1,5,5,1.0000,total_beside_parts
fao1952,guadeloupe,horses mules asses,1000 heads,livestock:livestock,1950,3,5;3;2,5,5,1.0000,total_beside_parts
fao1952,hawaii,horses mules asses,1000 heads,livestock:livestock,1938,3,8;7;1,8,8,1.0000,total_beside_parts
fao1952,r union,horses mules asses,1000 heads,livestock:livestock,1936,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,surinam,horses mules asses,1000 heads,livestock:livestock,1949,2,1;1,1,1,1.0000,total_beside_parts
fao1952,surinam,horses mules asses,1000 heads,livestock:livestock,1950,2,1;1,1,1,1.0000,total_beside_parts
fao1952,surinam,horses mules asses,1000 heads,livestock:livestock,1951,2,1;1,1,1,1.0000,total_beside_parts
fao1952,algeria,meat,1000 tonnes,livestock:production,1949,4,38;16;12;10,38,38,1.0000,total_beside_parts
fao1952,algeria,meat,1000 tonnes,livestock:production,1950,4,40;17;12;11,40,40,1.0000,total_beside_parts
fao1952,algeria,meat,1000 tonnes,livestock:production,1951,4,47;25;16;6,47,47,1.0000,total_beside_parts
fao1952,angola,meat,1000 tonnes,livestock:production,1949,3,5;4;1,5,5,1.0000,total_beside_parts
fao1952,angola,meat,1000 tonnes,livestock:production,1950,3,4;3;1,4,4,1.0000,total_beside_parts
fao1952,argentina,meat,1000 tonnes,livestock:production,1950,4,1184;990;125;69,1184,1184,1.0000,total_beside_parts
fao1952,argentina,meat,1000 tonnes,livestock:production,1951,4,987;831;105;51,987,987,1.0000,total_beside_parts
fao1952,austria,meat,1000 tonnes,livestock:production,1949,4,118;61;55;2,118,118,1.0000,total_beside_parts
fao1952,austria,meat,1000 tonnes,livestock:production,1950,4,196;114;79;3,196,196,1.0000,total_beside_parts
fao1952,austria,meat,1000 tonnes,livestock:production,1951,4,244;146;95;3,244,244,1.0000,total_beside_parts
fao1952,belgian congo,meat,1000 tonnes,livestock:production,1949,4,12;9;2;1,12,12,1.0000,total_beside_parts
fao1952,belgian congo,meat,1000 tonnes,livestock:production,1950,4,12;9;2;1,12,12,1.0000,total_beside_parts
fao1952,belgium,meat,1000 tonnes,livestock:production,1949,4,260;136;122;2,260,260,1.0000,total_beside_parts
fao1952,belgium,meat,1000 tonnes,livestock:production,1950,4,304;171;130;3,304,304,1.0000,total_beside_parts
fao1952,belgium,meat,1000 tonnes,livestock:production,1951,4,302;156;143;3,302,302,1.0000,total_beside_parts
fao1952,brazil,meat,1000 tonnes,livestock:production,1949,4,1218;955;233;30,1218,1218,1.0000,total_beside_parts
fao1952,brazil,meat,1000 tonnes,livestock:production,1950,4,1226;956;239;31,1226,1226,1.0000,total_beside_parts
fao1952,bricish guiana,meat,1000 tonnes,livestock:production,1949,3,4;3;1,4,4,1.0000,total_beside_parts
fao1952,british west indies jamaica,meat,1000 tonnes,livestock:production,1949,4,13;9;2;2,13,13,1.0000,total_beside_parts
fao1952,british west indies jamaica,meat,1000 tonnes,livestock:production,1950,4,13;9;2;2,13,13,1.0000,total_beside_parts
fao1952,british west indies jamaica,meat,1000 tonnes,livestock:production,1951,4,13;9;2;2,13,13,1.0000,total_beside_parts
fao1952,british west indies trinidad tobago,meat,1000 tonnes,livestock:production,1949,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,burma,meat,1000 tonnes,livestock:production,1950,3,8;6;2,8,8,1.0000,total_beside_parts
fao1952,burma,meat,1000 tonnes,livestock:production,1951,3,9;7;2,9,9,1.0000,total_beside_parts
fao1952,canada,meat,1000 tonnes,livestock:production,1949,4,883;450;413;20,883,883,1.0000,total_beside_parts
fao1952,canada,meat,1000 tonnes,livestock:production,1950,4,869;437;416;16,869,869,1.0000,total_beside_parts
fao1952,canada,meat,1000 tonnes,livestock:production,1951,4,845;456;373;16,845,845,1.0000,total_beside_parts
fao1952,ceylon,meat,1000 tonnes,livestock:production,1949,3,17;16;1,17,17,1.0000,total_beside_parts
fao1952,ceylon,meat,1000 tonnes,livestock:production,1950,3,17;16;1,17,17,1.0000,total_beside_parts
fao1952,ceylon,meat,1000 tonnes,livestock:production,1951,3,21;19;2,21,21,1.0000,total_beside_parts
fao1952,chile,meat,1000 tonnes,livestock:production,1949,4,155;107;28;20,155,155,1.0000,total_beside_parts
fao1952,chile,meat,1000 tonnes,livestock:production,1950,4,167;113;29;25,167,167,1.0000,total_beside_parts
fao1952,chile,meat,1000 tonnes,livestock:production,1951,4,178;122;30;26,178,178,1.0000,total_beside_parts
fao1952,china taiwan,meat,1000 tonnes,livestock:production,1951,3,65;62;2,65,64,1.0156,total_beside_parts
fao1952,colombia,meat,1000 tonnes,livestock:production,1949,4,363;305;57;1,363,363,1.0000,total_beside_parts
fao1952,colombia,meat,1000 tonnes,livestock:production,1950,4,335;280;53;2,335,335,1.0000,total_beside_parts
fao1952,cuba,meat,1000 tonnes,livestock:production,1949,3,84;78;6,84,84,1.0000,total_beside_parts
fao1952,czechoslovakia,meat,1000 tonnes,livestock:production,1949,4,290;185;104;1,290,290,1.0000,total_beside_parts
fao1952,denmark,meat,1000 tonnes,livestock:production,1949,4,409;276;131;2,409,409,1.0000,total_beside_parts
fao1952,denmark,meat,1000 tonnes,livestock:production,1950,4,525;355;168;2,525,525,1.0000,total_beside_parts
fao1952,denmark,meat,1000 tonnes,livestock:production,1951,4,603;395;207;1,603,603,1.0000,total_beside_parts
fao1952,dominican republic,meat,1000 tonnes,livestock:production,1949,3,22;15;7,22,22,1.0000,total_beside_parts
fao1952,dominican republic,meat,1000 tonnes,livestock:production,1950,3,23;16;7,23,23,1.0000,total_beside_parts
fao1952,ecuador,meat,1000 tonnes,livestock:production,1949,4,32;24;6;2,32,32,1.0000,total_beside_parts
fao1952,egypt,meat,1000 tonnes,livestock:production,1949,4,158;123;34;1,158,158,1.0000,total_beside_parts
fao1952,egypt,meat,1000 tonnes,livestock:production,1950,4,177;132;44;1,177,177,1.0000,total_beside_parts
fao1952,eritrea,meat,1000 tonnes,livestock:production,1949,3,5;3;2,5,5,1.0000,total_beside_parts
fao1952,eritrea,meat,1000 tonnes,livestock:production,1950,3,5;4;1,5,5,1.0000,total_beside_parts
fao1952,eritrea,meat,1000 tonnes,livestock:production,1951,3,4;3;1,4,4,1.0000,total_beside_parts
fao1952,ethiopia,meat,1000 tonnes,livestock:production,1949,3,290;150;140,290,290,1.0000,total_beside_parts
fao1952,ethiopia,meat,1000 tonnes,livestock:production,1950,3,300;200;100,300,300,1.0000,total_beside_parts
fao1952,ethiopia,meat,1000 tonnes,livestock:production,1951,3,320;200;120,320,320,1.0000,total_beside_parts
fao1952,finland,meat,1000 tonnes,livestock:production,1949,4,107;61;39;7,107,107,1.0000,total_beside_parts
fao1952,finland,meat,1000 tonnes,livestock:production,1950,4,106;61;38;7,106,106,1.0000,total_beside_parts
fao1952,france,meat,1000 tonnes,livestock:production,1949,4,1805;965;770;70,1805,1805,1.0000,total_beside_parts
fao1952,france saar,meat,1000 tonnes,livestock:production,1949,3,7;4;3,7,7,1.0000,total_beside_parts
