polity_code,start_year,end_year,cow_code,polity_type,our_source,our_km2,border_verdict,n_reference_borders,reference_covers,reference_bookkeeping_steps,reference_km2_at_start,reference_km2_at_end,max_step_ratio,change_years,reference_iou,source_gap_pct
ABW-1800-2025,1800,2025,,territory,gadm-4.1-adm0,182,no_reference,0,,0,,,,,,
ADE-1839-1967,1839,1967,,colonial,cshapes-2.0,287116,no_reference,0,,0,,,,,,
AEF-1910-1960,1910,1960,,national,constructed,2495130,no_reference,0,,0,,,,,,
AFG-1800-1893,1800,1893,700,national,cshapes-2.0,809046,stable_where_covered,1,1886-1892,1,808996,808996,,,0.999,0.01
AFG-1893-1919,1893,1919,700,national,cshapes-2.0,641971,stable_confirmed,1,1893-1918,0,641913,641913,,,0.999,0.01
AFG-1919-2025,1919,2025,700,national,cshapes-2.0,641971,stable_where_covered,1,1919-2019,0,641913,641913,,,0.999,0.01
AGO-1816-2025,1816,2025,540,national,cshapes-2.0,1247103,reference_mismatch,3,1886-2019,1,409489,1247353,3.283,1891;1905,0.328,204.55
AGO-1975-2025,1975,2025,540,national,cshapes-2.0,1247103,stable_where_covered,1,1975-2019,0,1247353,1247353,,,0.999,-0.02
AIA-1800-2025,1800,2025,,territory,gadm-4.1-adm0,80,no_reference,0,,0,,,,,,
ALB-1913-2025,1913,2025,339,national,cshapes-2.0,28624,stable_where_covered,1,1913-2019,2,28656,28656,,,0.995,-0.11
ALK-1867-1959,1867,1959,,subnational,gadm-4.1-adm1,1505729,no_reference,0,,0,,,,,,
AMI-1946-1953,1946,1953,,colonial,none,,no_reference,0,,0,,,,,,
AND-1800-2025,1800,2025,,national,cshapes-europe,498,no_reference,0,,0,,,,,,
ANG-1800-1890,1800,1890,,national,cshapes-2.0,409450,no_reference,0,,0,,,,,,
ANG-1890-1891,1890,1891,,national,cshapes-2.0,1036997,no_reference,0,,0,,,,,,
ANG-1891-1905,1891,1905,,national,cshapes-2.0,1343959,no_reference,0,,0,,,,,,
ANG-1905-1975,1905,1975,540,national,cshapes-2.0,1247103,stable_confirmed,1,1905-1974,0,1247353,1247353,,,0.999,-0.02
ANT-1816-1961,1816,1961,,colonial,reporting-areas,795,no_reference,0,,0,,,,,,
ANT-1961-2010,1961,2010,,aggregate,reporting-areas,795,no_reference,0,,0,,,,,,
AOF-1895-1960,1895,1960,430,national,constructed,4623068,changed,3,1895-1904,0,5621872,3799611,1.47,1898;1902,0.565,-17.77
AOI-1936-1941,1936,1941,,aggregate,constructed,1712684,no_reference,0,,0,,,,,,
ARE-1892-2025,1892,2025,696,national,cshapes-2.0,70407,stable_where_covered,1,1892-2019,2,70368,70368,,,0.997,0.06
ARG-1800-1899,1800,1899,160,national,cshapes-2.0,2778430,stable_where_covered,1,1886-1898,0,2778351,2778351,,,0.999,0.0
ARG-1800-2025,1800,2025,160,national,cshapes-2.0,2781055,changed,3,1886-2019,0,2778351,2780960,1.017,1899;1902,0.967,0.1
ARG-1899-1902,1899,1902,160,national,cshapes-2.0,2825713,stable_confirmed,1,1899-1901,0,2825644,2825644,,,0.999,0.0
ARG-1902-2025,1902,2025,160,national,cshapes-2.0,2781055,stable_where_covered,1,1902-2019,0,2780960,2780960,,,0.999,0.0
ARG-BA-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,306864,no_reference,0,,0,,,,,,
ARG-CAT-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,101282,no_reference,0,,0,,,,,,
ARG-CF-1880-2025,1880,2025,,subnational,gadm-4.1-adm1,211,no_reference,0,,0,,,,,,
ARG-CHACO-1884-1951,1884,1951,,subnational,gadm-4.1-adm1,99747,no_reference,0,,0,,,,,,
ARG-CHACO-1951-2025,1951,2025,,subnational,gadm-4.1-adm1,,no_reference,0,,0,,,,,,
ARG-CHUBUT-1884-2025,1884,2025,,subnational,gadm-4.1-adm1,224574,no_reference,0,,0,,,,,,
ARG-CORDOBA-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,164451,no_reference,0,,0,,,,,,
ARG-CORRIENTES-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,88953,no_reference,0,,0,,,,,,
ARG-ER-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,78010,no_reference,0,,0,,,,,,
ARG-FORMOSA-1900-1955,1900,1955,,subnational,gadm-4.1-adm1,75586,no_reference,0,,0,,,,,,
ARG-FORMOSA-1955-2025,1955,2025,,subnational,gadm-4.1-adm1,,no_reference,0,,0,,,,,,
ARG-JUJUY-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,53141,no_reference,0,,0,,,,,,
ARG-LAPAMPA-1900-1951,1900,1951,,subnational,gadm-4.1-adm1,,no_reference,0,,0,,,,,,
ARG-LAPAMPA-1951-2025,1951,2025,,subnational,gadm-4.1-adm1,142940,no_reference,0,,0,,,,,,
ARG-LARIOJA-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,91092,no_reference,0,,0,,,,,,
ARG-MENDOZA-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,148791,no_reference,0,,0,,,,,,
ARG-MISIONES-1881-2025,1881,2025,,subnational,gadm-4.1-adm1,29985,no_reference,0,,0,,,,,,
ARG-NEUQUEN-1884-2025,1884,2025,,subnational,gadm-4.1-adm1,94542,no_reference,0,,0,,,,,,
ARG-RIONEGRO-1884-2025,1884,2025,,subnational,gadm-4.1-adm1,202483,no_reference,0,,0,,,,,,
ARG-SALTA-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,155087,no_reference,0,,0,,,,,,
ARG-SANJUAN-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,88783,no_reference,0,,0,,,,,,
ARG-SANLUIS-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,75856,no_reference,0,,0,,,,,,
ARG-SANTACRUZ-1955-2025,1955,2025,,subnational,gadm-4.1-adm1,242892,no_reference,0,,0,,,,,,
ARG-SANTAFE-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,133275,no_reference,0,,0,,,,,,
ARG-SANTIAGODELESTERO-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,136949,no_reference,0,,0,,,,,,
ARG-TIERRADELFUEGO-1884-2025,1884,2025,,subnational,gadm-4.1-adm1,20932,no_reference,0,,0,,,,,,
ARG-TUCUMAN-1853-2025,1853,2025,,subnational,gadm-4.1-adm1,22528,no_reference,0,,0,,,,,,
ARM-1991-2025,1991,2025,371,national,cshapes-2.0,29709,stable_where_covered,1,1991-2019,0,29664,29664,,,0.994,0.15
ASH-1800-1896,1800,1896,,national,paine-2024,194151,no_reference,0,,0,,,,,,
ASM-1900-2025,1900,2025,,colonial,gadm-4.1-adm0,204,no_reference,0,,0,,,,,,
ATF-1800-2025,1800,2025,,territory,gadm-4.1-adm0,7858,no_reference,0,,0,,,,,,
ATG-1800-2025,1800,2025,58,national,gadm-4.1-adm0,432,no_reference,0,,0,,,,,,
AUH-1800-1859,1800,1859,300,national,cliopatria,691741,no_reference,0,,0,,,,,,
AUH-1859-1866,1859,1866,300,national,cliopatria,649037,no_reference,0,,0,,,,,,
AUH-1866-1908,1866,1908,300,national,cliopatria,677491,stable_where_covered,1,1886-1907,0,624185,624185,,,0.868,8.54
AUH-1908-1918,1908,1918,300,national,cshapes-2.0,675711,stable_confirmed,1,1908-1917,0,675720,675720,,,0.998,-0.0
AUS-1800-1901,1800,1901,,national,cshapes-2.0,7687114,no_reference,0,,0,,,,,,
AUS-1901-2025,1901,2025,900,national,cshapes-2.0,7687114,stable_where_covered,1,1901-2019,1,7686686,7686686,,,0.999,0.01
AUS-ACT-1911-2025,1911,2025,,subnational,gadm-4.1-adm1,2366,no_reference,0,,0,,,,,,
AUS-NSW-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,800961,no_reference,0,,0,,,,,,
AUS-NT-1911-2025,1911,2025,,subnational,gadm-4.1-adm1,1348270,no_reference,0,,0,,,,,,
AUS-QLD-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,1729691,no_reference,0,,0,,,,,,
AUS-SA-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,984528,no_reference,0,,0,,,,,,
AUS-TAS-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,68092,no_reference,0,,0,,,,,,
AUS-VIC-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,227872,no_reference,0,,0,,,,,,
AUS-WA-1901-2025,1901,2025,,subnational,gadm-4.1-adm1,2526307,no_reference,0,,0,,,,,,
AUSA-1836-1901,1836,1901,,colonial,cshapes-2.0,2313541,no_reference,0,,0,,,,,,
AUT-1800-1918,1800,1918,305,national,histogis-1860-habsburg,300304,no_reference,0,,0,,,,,,
AUT-1918-1919,1918,1919,305,national,cshapes-2.0,212011,no_reference,0,,0,,,,,,
AUT-1919-2025,1919,2025,305,national,cshapes-2.0,84021,stable_where_covered,1,1919-2019,0,83950,83950,,,0.996,0.08
AUWA-1829-1901,1829,1901,,colonial,cshapes-2.0,2521774,no_reference,0,,0,,,,,,
AZE-1991-2025,1991,2025,373,national,cshapes-2.0,86014,stable_where_covered,1,1991-2019,0,85951,85951,,,0.996,0.07
AZE-SSR-1920-1991,1920,1991,373,national,cshapes-2.0,86014,no_reference,0,,0,,,,,,
BCM-1916-1961,1916,1961,472,colonial,cshapes-2.0,87491,stable_where_covered,1,1919-1960,1,87444,87444,,,0.995,0.05
BDI-1922-1962,1922,1962,,subnational,cshapes-2.0,27176,no_reference,0,,0,,,,,,
BDI-1962-2025,1962,2025,516,national,cshapes-2.0,27176,stable_where_covered,1,1962-2019,0,27188,27188,,,0.994,-0.04
BDK-1800-1890,1800,1890,,national,paine-2024,21531,no_reference,0,,0,,,,,,
BEC-1885-1966,1885,1966,,national,cshapes-2.0,578425,no_reference,0,,0,,,,,,
BEL-1831-2025,1831,2025,211,national,cshapes-2.0,30692,stable_where_covered,1,1886-2019,0,30642,30642,,,0.995,0.16
BEN-1895-1898,1895,1898,434,national,cshapes-2.0,36255,stable_confirmed,1,1895-1897,0,36223,36223,,,0.995,0.09
BEN-1898-1960,1898,1960,434,national,cshapes-2.0,116150,stable_confirmed,1,1898-1959,0,116189,116189,,,0.997,-0.03
BEN-1960-2025,1960,2025,434,national,cshapes-2.0,116150,stable_where_covered,1,1960-2019,0,116189,116189,,,0.997,-0.03
BES-2010-2025,2010,2025,,territory,gadm-4.1-adm0,323,no_reference,0,,0,,,,,,
BFA-1919-1932,1919,1932,439,national,cshapes-2.0,272322,stable_confirmed,1,1919-1931,0,272338,272338,,,0.998,-0.01
BFA-1947-1960,1947,1960,439,national,cshapes-2.0,272322,stable_confirmed,1,1947-1959,0,272338,272338,,,0.998,-0.01
BFA-1960-2025,1960,2025,439,national,cshapes-2.0,272322,stable_where_covered,1,1960-2019,0,272338,272338,,,0.998,-0.01
BFCM-1920-1960,1920,1960,,aggregate,constructed,510433,no_reference,0,,0,,,,,,
BGA-1800-1894,1800,1894,,national,paine-2024,38704,no_reference,0,,0,,,,,,
BGD-1947-1971,1947,1971,771,national,cshapes-2.0,137848,no_reference,0,,0,,,,,,
BGD-1971-2025,1971,2025,771,national,cshapes-2.0,137848,stable_where_covered,1,1971-2019,0,137848,137848,,,0.994,-0.0
BGR-1878-1913,1878,1913,355,national,cshapes-europe,93177,stable_where_covered,1,1886-1912,0,93162,93162,,,0.992,0.02
BGR-1913-1918,1913,1918,355,national,cshapes-2.0,111481,stable_confirmed,1,1913-1917,0,111549,111549,,,0.997,-0.06
BGR-1918-1919,1918,1919,355,national,cshapes-2.0,119198,no_reference,0,,0,,,,,,
BGR-1919-1940,1919,1940,355,national,cshapes-2.0,103263,stable_confirmed,1,1919-1939,0,103333,103333,,,0.997,-0.07
BGR-1940-2025,1940,2025,355,national,cshapes-2.0,110980,stable_where_covered,1,1940-2019,0,111020,111020,,,0.997,-0.04
BHR-1800-2025,1800,2025,692,national,cshapes-2.0,629,stable_where_covered,1,1971-2019,0,629,629,,,0.999,0.01
BHS-1800-2025,1800,2025,31,national,gadm-4.1-adm0,13270,stable_where_covered,1,1886-2019,1,12048,12048,,,0.705,10.14
BIH-1992-2025,1992,2025,346,national,cshapes-2.0,51576,stable_where_covered,1,1992-2019,0,51535,51535,,,0.996,0.08
BKN-1800-1897,1800,1897,,national,paine-2024,9515,no_reference,0,,0,,,,,,
BLI-1833-1960,1833,1960,,colonial,constructed,1693,no_reference,0,,0,,,,,,
BLR-1991-2025,1991,2025,370,national,cshapes-2.0,207649,stable_where_covered,1,1991-2019,0,207712,207712,,,0.998,-0.03
BLX-1850-1999,1850,1999,,aggregate,reporting-areas,33344,no_reference,0,,0,,,,,,
BLX-1921-1999,1921,1999,,aggregate,constructed,33305,no_reference,0,,0,,,,,,
BLZ-1800-1886,1800,1886,80,colonial,none,,no_reference,0,,0,,,,,,
BLZ-1800-2025,1800,2025,80,national,cshapes-2.0,22076,stable_where_covered,1,1886-2019,2,22092,22092,,,0.994,-0.07
BLZ-1886-1970,1886,1970,80,colonial,cshapes-2.0,22076,stable_confirmed,1,1886-1969,0,22092,22092,,,0.994,-0.07
BLZ-1970-1981,1970,1981,80,colonial,cshapes-2.0,22076,stable_confirmed,1,1970-1980,0,22092,22092,,,0.994,-0.07
BLZ-1981-2025,1981,2025,80,national,cshapes-2.0,22076,stable_where_covered,1,1981-2019,0,22092,22092,,,0.994,-0.07
BMB-1800-1899,1800,1899,,national,paine-2024,65953,no_reference,0,,0,,,,,,
BMU-1684-1968,1684,1968,,national,gadm-4.1-adm0,68,no_reference,0,,0,,,,,,
BMU-1968-2025,1968,2025,,territory,gadm-4.1-adm0,68,no_reference,0,,0,,,,,,
BNB-1881-1963,1881,1963,823,colonial,cshapes-2.0,72557,stable_where_covered,1,1888-1962,2,72620,72620,,,0.995,-0.09
BND-1800-1887,1800,1887,,national,paine-2024,10524,no_reference,0,,0,,,,,,
BNU-1800-1893,1800,1893,,national,paine-2024,85033,no_reference,0,,0,,,,,,
BNY-1800-1899,1800,1899,,national,paine-2024,16249,no_reference,0,,0,,,,,,
BOL-1825-1903,1825,1903,145,national,cshapes-2.0,1320562,stable_where_covered,1,1886-1902,0,1320741,1320741,,,0.999,-0.01
BOL-1903-1909,1903,1909,145,national,cshapes-2.0,1195223,stable_confirmed,1,1903-1908,0,1195173,1195173,,,0.999,0.0
BOL-1909-1938,1909,1938,145,national,cshapes-2.0,1191848,stable_confirmed,1,1909-1937,0,1191871,1191871,,,0.999,-0.0
BOL-1938-2025,1938,2025,145,national,cshapes-2.0,1086608,stable_where_covered,1,1938-2019,0,1086604,1086604,,,0.999,0.0
BOL-BEN-1842-2025,1842,2025,,subnational,gadm-4.1-adm1,206654,no_reference,0,,0,,,,,,
BOL-CHUQ-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,50924,no_reference,0,,0,,,,,,
BOL-COCH-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,54497,no_reference,0,,0,,,,,,
BOL-LP-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,131265,no_reference,0,,0,,,,,,
BOL-ORU-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,52183,no_reference,0,,0,,,,,,
BOL-PND-1938-2025,1938,2025,,subnational,gadm-4.1-adm1,63594,no_reference,0,,0,,,,,,
BOL-POT-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,119263,no_reference,0,,0,,,,,,
BOL-SZ-1825-2025,1825,2025,,subnational,gadm-4.1-adm1,368723,no_reference,0,,0,,,,,,
BOL-TARIJA-1831-2025,1831,2025,,subnational,gadm-4.1-adm1,37267,no_reference,0,,0,,,,,,
BRA-1800-1903,1800,1903,140,national,cshapes-2.0,8311603,stable_where_covered,1,1886-1902,0,8311721,8311721,,,0.999,-0.0
BRA-1800-2025,1800,2025,140,national,cshapes-2.0,8471741,changed,3,1886-2019,1,8311721,8472100,1.015,1903;1909,0.98,1.93
BRA-1903-1909,1903,1909,140,national,cshapes-2.0,8436948,stable_confirmed,1,1903-1908,0,8437289,8437289,,,0.999,-0.0
BRA-1909-2025,1909,2025,140,national,cshapes-2.0,8471741,stable_where_covered,1,1909-2019,1,8472100,8472100,,,0.999,-0.0
BRA-ACRE-1962-2025,1962,2025,,subnational,geobr-ibge,164222,no_reference,0,,0,,,,,,
BRA-ALAGOAS-1889-2025,1889,2025,,subnational,geobr-ibge,27880,no_reference,0,,0,,,,,,
BRA-AMAPA-1943-2025,1943,2025,,subnational,gadm-4.1-adm1,142158,no_reference,0,,0,,,,,,
BRA-AMAZONAS-1889-2025,1889,2025,,subnational,geobr-ibge,1559275,no_reference,0,,0,,,,,,
BRA-BAHIA-1889-2025,1889,2025,,subnational,geobr-ibge,564829,no_reference,0,,0,,,,,,
BRA-CE-1889-2025,1889,2025,,subnational,geobr-ibge,148898,no_reference,0,,0,,,,,,
BRA-DF-1960-2025,1960,2025,,subnational,geobr-ibge,5761,no_reference,0,,0,,,,,,
BRA-DFRJ-1900-1959,1900,1959,,subnational,none,,no_reference,0,,0,,,,,,
BRA-ES-1889-2025,1889,2025,,subnational,geobr-ibge,46099,no_reference,0,,0,,,,,,
BRA-GOIAS-1889-2025,1889,2025,,subnational,geobr-ibge,340178,no_reference,0,,0,,,,,,
BRA-MARANHAO-1889-2025,1889,2025,,subnational,geobr-ibge,329564,no_reference,0,,0,,,,,,
BRA-MATOGROSSO-1889-2025,1889,2025,,subnational,geobr-ibge,903637,no_reference,0,,0,,,,,,
BRA-MINASGERAIS-1889-2025,1889,2025,,subnational,geobr-ibge,586479,no_reference,0,,0,,,,,,
BRA-MS-1977-2025,1977,2025,,subnational,geobr-ibge,357212,no_reference,0,,0,,,,,,
BRA-PARA-1889-2025,1889,2025,,subnational,geobr-ibge,1245519,no_reference,0,,0,,,,,,
BRA-PARAIBA-1889-2025,1889,2025,,subnational,geobr-ibge,56520,no_reference,0,,0,,,,,,
BRA-PARANA-1889-2025,1889,2025,,subnational,geobr-ibge,199296,no_reference,0,,0,,,,,,
BRA-PERNAMBUCO-1889-2025,1889,2025,,subnational,geobr-ibge,98059,no_reference,0,,0,,,,,,
BRA-PIAUI-1889-2025,1889,2025,,subnational,geobr-ibge,251770,no_reference,0,,0,,,,,,
BRA-RIODEJANEIRO-1889-2025,1889,2025,,subnational,geobr-ibge,43832,no_reference,0,,0,,,,,,
BRA-RIOGRANDEDOSUL-1889-2025,1889,2025,,subnational,geobr-ibge,268856,no_reference,0,,0,,,,,,
BRA-RN-1889-2025,1889,2025,,subnational,geobr-ibge,52852,no_reference,0,,0,,,,,,
BRA-RONDONIA-1943-2025,1943,2025,,subnational,geobr-ibge,237774,no_reference,0,,0,,,,,,
BRA-RORAIMA-1988-2025,1988,2025,,subnational,geobr-ibge,223600,no_reference,0,,0,,,,,,
BRA-SANTACATARINA-1889-2025,1889,2025,,subnational,geobr-ibge,95883,no_reference,0,,0,,,,,,
BRA-SAOPAULO-1889-2025,1889,2025,,subnational,geobr-ibge,248317,no_reference,0,,0,,,,,,
BRA-SERGIPE-1889-2025,1889,2025,,subnational,geobr-ibge,21971,no_reference,0,,0,,,,,,
BRA-TOCANTINS-1988-2025,1988,2025,,subnational,geobr-ibge,277441,no_reference,0,,0,,,,,,
BRB-1800-2025,1800,2025,53,national,gadm-4.1-adm0,435,stable_where_covered,1,1886-2019,1,442,442,,,0.906,-1.68
BRG-1800-1897,1800,1897,,national,paine-2024,122725,no_reference,0,,0,,,,,,
BRL-1938-1945,1938,1945,,city-territory,gadm-4.1-adm1,901,no_reference,0,,0,,,,,,
BRL-1945-1949,1945,1949,,city-territory,gadm-4.1-adm1,901,no_reference,0,,0,,,,,,
BRN-1816-1888,1816,1888,835,national,cshapes-2.0,5685,no_reference,0,,0,,,,,,
BRN-1888-2025,1888,2025,835,national,cshapes-2.0,5685,stable_where_covered,1,1888-2019,1,5729,5729,,,0.984,-0.77
BSS-1884-1960,1884,1960,,national,cshapes-2.0,171627,no_reference,0,,0,,,,,,
BSW-1841-1963,1841,1963,824,colonial,cshapes-2.0,124230,stable_where_covered,1,1888-1962,2,124276,124276,,,0.995,-0.04
BTL-1920-1957,1920,1957,,colonial,constructed,26545,no_reference,0,,0,,,,,,
BTN-1800-2025,1800,2025,,national,cshapes-2.0,39799,no_reference,0,,0,,,,,,
BWA-1966-2025,1966,2025,571,national,cshapes-2.0,578425,stable_where_covered,1,1966-2019,0,578324,578324,,,0.999,0.02
BWI-1833-1962,1833,1962,,national,constructed,32838,no_reference,0,,0,,,,,,
CAF-1906-1912,1906,1912,482,national,cshapes-2.0,618710,stable_confirmed,1,1906-1911,0,618630,618630,,,0.998,0.01
CAF-1912-1919,1912,1919,482,national,cshapes-2.0,495551,stable_confirmed,1,1912-1918,0,495615,495615,,,0.998,-0.01
CAF-1919-1960,1919,1960,482,national,cshapes-2.0,618710,stable_confirmed,1,1919-1959,0,618630,618630,,,0.998,0.01
CAF-1960-2025,1960,2025,482,national,cshapes-2.0,618710,stable_where_covered,1,1960-2019,0,618630,618630,,,0.998,0.01
CAL-1850-2025,1850,2025,,subnational,gadm-4.1-adm1,409770,no_reference,0,,0,,,,,,
CAN-1800-1866,1800,1866,,national,none,,no_reference,0,,0,,,,,,
CAN-1866-1870,1866,1870,20,national,none,,no_reference,0,,0,,,,,,
CAN-1866-1886,1866,1886,20,national,cshapes-2.0,9551195,no_reference,0,,0,,,,,,
CAN-1870-1886,1870,1886,20,national,cshapes-2.0,9551195,no_reference,0,,0,,,,,,
CAN-1886-1948,1886,1948,20,national,cshapes-2.0,9551195,stable_confirmed,1,1886-1947,0,9553644,9553644,,,0.998,-0.03
CAN-1886-1949,1886,1949,20,national,cshapes-2.0,9551195,stable_confirmed,1,1886-1948,0,9553644,9553644,,,0.998,-0.03
CAN-1948-2025,1948,2025,20,national,cshapes-2.0,9949288,stable_where_covered,1,1948-2019,0,9952067,9952067,,,0.998,-0.03
CAN-1949-2025,1949,2025,20,national,cshapes-2.0,9949288,stable_where_covered,1,1949-2019,0,9952067,9952067,,,0.998,-0.03
CAP-1800-1895,1800,1895,,national,cshapes-2.0,600789,no_reference,0,,0,,,,,,
CAP-1800-1910,1800,1910,,national,cshapes-2.0,600789,no_reference,0,,0,,,,,,
CAP-1895-1910,1895,1910,,national,cshapes-2.0,716155,no_reference,0,,0,,,,,,
CAR-1920-1945,1920,1945,,colonial,gadm-4.1-adm0,763,no_reference,0,,0,,,,,,
CAY-1800-1886,1800,1886,,national,paine-2024,11463,no_reference,0,,0,,,,,,
CEM-1800-2025,1800,2025,,territory,gadm-4.1-adm1,29,no_reference,0,,0,,,,,,
CHE-1800-2025,1800,2025,225,national,cshapes-2.0,41472,stable_where_covered,1,1886-2019,0,41497,41497,,,0.995,-0.06
CHL-1810-1884,1810,1884,155,national,constructed,599245,no_reference,0,,0,,,,,,
CHL-1884-1899,1884,1899,155,national,cshapes-2.0,745190,stable_where_covered,1,1886-1898,0,746276,746276,,,0.994,-0.15
CHL-1899-1902,1899,1902,155,national,cshapes-2.0,697939,stable_confirmed,1,1899-1901,0,698983,698983,,,0.993,-0.15
CHL-1902-2025,1902,2025,155,national,cshapes-2.0,742597,stable_where_covered,1,1902-2019,0,743667,743667,,,0.993,-0.14
CHL-AI-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,105253,no_reference,0,,0,,,,,,
CHL-AN-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,126148,no_reference,0,,0,,,,,,
CHL-AP-2007-2025,2007,2025,,subnational,gadm-4.1-adm1,16880,no_reference,0,,0,,,,,,
CHL-AR-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,31767,no_reference,0,,0,,,,,,
CHL-AT-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,75774,no_reference,0,,0,,,,,,
CHL-BI-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,24043,no_reference,0,,0,,,,,,
CHL-CO-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,40631,no_reference,0,,0,,,,,,
CHL-LI-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,16368,no_reference,0,,0,,,,,,
CHL-LL-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,48248,no_reference,0,,0,,,,,,
CHL-LR-2007-2025,2007,2025,,subnational,gadm-4.1-adm1,18183,no_reference,0,,0,,,,,,
CHL-MA-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,133053,no_reference,0,,0,,,,,,
CHL-ML-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,30323,no_reference,0,,0,,,,,,
CHL-NB-2018-2025,2018,2025,,subnational,gadm-4.1-adm1,13086,no_reference,0,,0,,,,,,
CHL-RM-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,15383,no_reference,0,,0,,,,,,
CHL-TA-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,39952,no_reference,0,,0,,,,,,
CHL-VS-1976-2025,1976,2025,,subnational,gadm-4.1-adm1,16251,no_reference,0,,0,,,,,,
CHN-1800-1895,1800,1895,710,national,cshapes-2.0,11146656,stable_where_covered,1,1886-1894,0,11146802,11146802,,,1.0,-0.0
CHN-1895-1913,1895,1913,710,national,cshapes-2.0,11110684,stable_confirmed,1,1895-1912,1,11110812,11110812,,,1.0,-0.0
CHN-1913-1914,1913,1914,710,national,cshapes-2.0,9224461,no_reference,0,,0,,,,,,
CHN-1914-1921,1914,1921,710,national,cshapes-2.0,9059518,stable_confirmed,1,1914-1920,0,9059502,9059502,,,0.999,0.0
CHN-1921-1932,1921,1932,710,national,cshapes-2.0,7496474,stable_confirmed,1,1921-1931,0,7496578,7496578,,,0.999,-0.0
CHN-1921-1945,1921,1945,710,national,cshapes-2.0,7496474,stable_confirmed,1,1921-1944,0,7496578,7496578,,,0.999,-0.0
CHN-1932-1945,1932,1945,710,national,constructed,6710153,stable_confirmed,1,1932-1944,0,7496578,7496578,,,0.895,-10.49
CHN-1945-1947,1945,1947,710,national,cshapes-2.0,7532446,stable_confirmed,1,1945-1946,0,7532568,7532568,,,0.999,-0.0
CHN-1947-1949,1947,1949,710,national,cshapes-2.0,7593571,stable_confirmed,1,1947-1948,0,7593654,7593654,,,0.999,-0.0
CHN-1949-1950,1949,1950,710,national,cshapes-2.0,7557599,no_reference,0,,0,,,,,,
CHN-1950-2025,1950,2025,,national,cshapes-2.0,9369120,no_reference,0,,0,,,,,,
CIV-1889-1893,1889,1893,437,national,cshapes-2.0,321342,stable_confirmed,1,1889-1892,0,321308,321308,,,0.998,0.01
CIV-1893-1902,1893,1902,437,national,cshapes-2.0,321342,stable_confirmed,1,1893-1901,1,321308,321308,,,0.998,0.01
CIV-1902-1932,1902,1932,437,national,cshapes-2.0,321342,stable_confirmed,1,1902-1931,0,321308,321308,,,0.998,0.01
CIV-1932-1947,1932,1947,437,national,cshapes-2.0,467463,stable_where_covered,1,1933-1946,0,467431,467431,,,0.998,0.01
CIV-1947-1960,1947,1960,437,national,cshapes-2.0,321342,stable_confirmed,1,1947-1959,0,321308,321308,,,0.998,0.01
CIV-1960-2025,1960,2025,437,national,cshapes-2.0,321342,stable_where_covered,1,1960-2019,1,321308,321308,,,0.998,0.01
CMR-1960-1961,1960,1961,471,national,cshapes-2.0,422964,stable_confirmed,1,1960-1960,0,423069,423069,,,0.998,-0.02
CMR-1961-2025,1961,2025,471,national,cshapes-2.0,464629,stable_where_covered,1,1961-2019,0,464747,464747,,,0.998,-0.03
COD-1885-1891,1885,1891,,national,cshapes-2.0,2011962,no_reference,0,,0,,,,,,
COD-1891-1894,1891,1894,,national,cshapes-2.0,2221692,no_reference,0,,0,,,,,,
COD-1894-1910,1894,1910,,national,cshapes-2.0,2381105,no_reference,0,,0,,,,,,
COD-1910-1960,1910,1960,490,national,cshapes-2.0,2326790,stable_confirmed,1,1910-1959,0,2326636,2326636,,,0.999,0.01
