verify_order,key,label,source,candidate,status,route,rows,years_observed,n_distinct_years,candidate_period,polity_type,wiki_status,polygon_status,verified_equal_reachable,nested_reporting,inclusion_impossible,boundary_year,alias_precedent_confidence,banked_precedent,tier
151,chile|fao1952|1935-1951,Chile,fao1952,CHL-1902-2025,pending,name,229,1935-1951,9,1902-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
152,united kingdom|fao1952|1937-1951,United Kingdom,fao1952,GBR-1921-2025,pending,name,227,1937-1951,8,1921-2025,national,draft,assigned,False,False,False,False,,False,weak_route
153,philippines|fao1952|1937-1951,Philippines,fao1952,PHL-1800-2025,pending,name,226,1937-1951,7,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
154,uruguay|fao1952|1937-1951,Uruguay,fao1952,URY-1828-2025,pending,name,226,1937-1951,7,1828-2025,national,draft,assigned,False,False,False,False,,False,weak_route
155,cyprus|fao1952|1937-1951,Cyprus,fao1952,CYP-1879-2025,pending,name,225,1937-1951,6,1879-2025,national,draft,assigned,False,False,False,False,,False,weak_route
156,switzerland|fao1952|1936-1951,Switzerland,fao1952,CHE-1800-2025,pending,name,210,1936-1951,8,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
157,ireland|fao1952|1937-1951,Ireland,fao1952,IRL-1921-2025,pending,name,201,1937-1951,8,1921-2025,national,draft,assigned,False,False,False,False,,False,weak_route
158,norway|fao1952|1937-1951,Norway,fao1952,NOR-1800-2025,pending,name,196,1937-1951,7,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
159,new south wales|sa_colonial|1854-1898,New South Wales,sa_colonial,NSW-1800-1900,pending,name,195,1854-1898,45,1800-1900,national,draft,assigned,False,False,False,False,,False,weak_route
160,new zealand|sa_colonial|1854-1898,New Zealand,sa_colonial,NZL-1840-2025,pending,name,195,1854-1898,45,1840-2025,national,draft,assigned,False,False,False,False,,False,weak_route
161,south australia|sa_colonial|1854-1898,South Australia,sa_colonial,AUSA-1836-1900,pending,name,195,1854-1898,45,1836-1900,colonial,draft,assigned,False,False,False,False,,False,weak_route
162,tasmania|sa_colonial|1854-1898,Tasmania,sa_colonial,TAS-1825-1900,pending,alias,195,1854-1898,45,1825-1900,national,draft,assigned,False,False,False,False,,False,weak_route
163,victoria|sa_colonial|1854-1898,Victoria,sa_colonial,VIC-1851-1900,pending,name,195,1854-1898,45,1851-1900,national,draft,assigned,False,False,False,False,,False,weak_route
164,denmark|fao1952|1937-1951,Denmark,fao1952,DNK-1920-2025,pending,name,190,1937-1951,8,1920-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
165,queensland|sa_colonial|1859-1898,Queensland,sa_colonial,QUE-1859-1900,pending,name,190,1859-1898,40,1859-1900,national,draft,assigned,False,False,False,False,,False,weak_route
166,luxembourg|fao1952|1937-1951,Luxembourg,fao1952,LUX-1839-2025,pending,name,185,1937-1951,8,1839-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
167,tunisia|fao1952|1937-1951,Tunisia,fao1952,TUN-1881-2025,pending,name,184,1937-1951,6,1881-2025,national,draft,assigned,False,False,False,False,,False,weak_route
168,finland|fao1952|1947-1951,Finland,fao1952,FIN-1940-2025,pending,name,167,1947-1951,5,1940-2025,national,draft,assigned,False,False,False,False,,False,weak_route
169,madagascar|fao1952|1938-1951,Madagascar,fao1952,MDG-1882-2025,pending,name,166,1938-1951,7,1882-2025,national,draft,assigned,False,False,False,False,,False,weak_route
170,portugal|fao1952|1934-1951,Portugal,fao1952,PRT-1800-2025,pending,name,165,1934-1951,8,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
171,venezuela|fao1952|1937-1951,Venezuela,fao1952,VEN-1821-2025,pending,name,151,1937-1951,7,1821-2025,national,draft,assigned,False,False,False,False,,False,weak_route
172,colombia|fao1952|1937-1951,Colombia,fao1952,COL-1922-2025,pending,name,150,1937-1951,5,1922-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
173,ethiopia|fao1952|1948-1951,Ethiopia,fao1952,ETH-1941-1952,pending,name,150,1948-1951,4,1941-1952,national,draft,assigned,False,False,False,False,,False,weak_route
174,iran|fao1952|1937-1951,Iran,fao1952,IRN-1828-2025,pending,name,148,1937-1951,5,1828-2025,national,draft,assigned,False,False,False,False,,False,weak_route
175,cuba|fao1952|1937-1951,Cuba,fao1952,CUB-1800-2025,pending,name,146,1937-1951,9,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
176,eritrea|fao1952|1937-1951,Eritrea,fao1952,ERI-1889-1952,pending,name,142,1937-1951,6,1889-1952,national,draft,assigned,False,False,False,False,,False,weak_route
177,honduras|fao1952|1930-1951,Honduras,fao1952,HND-1800-2025,pending,name,140,1930-1951,7,1800-2025,national,draft,polygon_vintage_drift,False,False,False,False,,False,weak_route
178,uganda|fao1952|1937-1951,Uganda,fao1952,UGA-1926-1962,pending,name,132,1937-1951,5,1926-1962,national,draft,assigned,False,False,False,False,,False,weak_route
179,guatemala|fao1952|1937-1951,Guatemala,fao1952,GTM-1821-2025,pending,name,130,1937-1951,6,1821-2025,national,draft,assigned,False,False,False,False,,False,weak_route
180,dominican republic|fao1952|1937-1951,Dominican Republic,fao1952,DOM-1800-2025,pending,name,128,1937-1951,8,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
181,iraq|fao1952|1937-1951,Iraq,fao1952,IRQ-1932-2025,pending,name,128,1937-1951,5,1932-2025,national,draft,assigned,False,False,False,False,,False,weak_route
182,kenya|fao1952|1937-1951,Kenya,fao1952,KEN-1926-1963,pending,name,127,1937-1951,7,1926-1963,national,draft,assigned,False,False,False,False,,False,weak_route
183,pakistan|fao1952|1949-1951,Pakistan,fao1952,PAK-1949-1971,pending,name,126,1949-1951,3,1949-1971,national,draft,assigned,False,False,False,False,,False,weak_route
184,iceland|fao1952|1937-1951,Iceland,fao1952,ISL-1800-2025,pending,name,122,1937-1951,7,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
185,french cameroons|fao1952|1937-1951,French Cameroons,fao1952,FCM-1920-1960,pending,tokenset,118,1937-1951,7,1920-1960,national,draft,assigned,False,False,False,False,,False,weak_route
186,puerto rico|fao1952|1935-1951,Puerto Rico,fao1952,PRI-1800-2025,pending,name,114,1935-1951,6,1800-2025,national,draft,proxy,False,False,False,False,,False,weak_route
187,ceylon|fao1952|1937-1951,Ceylon,fao1952,LKA-1800-2025,pending,alias,113,1937-1951,6,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
188,mozambique|fao1952|1937-1951,Mozambique,fao1952,MOZ-1891-1975,pending,name,111,1937-1951,7,1891-1975,national,draft,assigned,False,False,False,False,,False,weak_route
189,natal|mitchell|1895-1909,natal,mitchell,NAT-1895-1910,pending,name,110,1895-1909,15,1895-1910,national,reviewed,assigned,True,False,False,False,,False,weak_route
190,nicaragua|fao1952|1930-1951,Nicaragua,fao1952,NIC-1800-2025,pending,name,110,1930-1951,7,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
191,ruanda urundi|fao1952|1937-1951,Ruanda-Urundi,fao1952,RWB-1922-1962,pending,name,107,1937-1951,5,1922-1962,national,draft,assigned,False,False,False,False,,False,weak_route
192,ecuador|fao1952|1948-1951,Ecuador,fao1952,ECU-1942-2025,pending,name,106,1948-1951,4,1942-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
193,thailand|fao1952|1937-1951,Thailand,fao1952,THA-1909-2025,pending,name,106,1937-1951,6,1909-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
194,malta|fao1952|1938-1951,Malta,fao1952,MLT-1800-2025,pending,name,102,1938-1951,6,1800-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
195,french togoland|fao1952|1937-1951,French Togoland,fao1952,FTO-1920-1960,pending,name,99,1937-1951,5,1920-1960,national,draft,assigned,False,False,False,False,,False,weak_route
196,hungary|fao1952|1947-1951,Hungary,fao1952,HUN-1947-2025,pending,name,94,1947-1951,4,1947-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
197,guadeloupe|fao1952|1937-1951,Guadeloupe,fao1952,GLP-1816-2025,pending,name,92,1937-1951,7,1816-2025,national,draft,assigned,False,False,False,False,,False,weak_route
198,nyasaland|fao1952|1937-1951,Nyasaland,fao1952,MWI-1891-1953,pending,name,91,1937-1951,6,1891-1953,national,draft,assigned,False,False,False,False,,False,weak_route
199,fiji|fao1952|1937-1951,Fiji,fao1952,FJI-1800-2025,pending,name,88,1937-1951,7,1800-2025,national,draft,proxy,False,False,False,False,,False,weak_route
200,martinique|fao1952|1935-1951,Martinique,fao1952,MTQ-1816-2025,pending,name,88,1935-1951,8,1816-2025,national,draft,assigned,False,False,False,False,,False,weak_route
201,costa rica|fao1952|1929-1951,Costa Rica,fao1952,CRI-1800-2025,pending,name,85,1929-1951,6,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
202,mauritius|fao1952|1938-1951,Mauritius,fao1952,MUS-1800-2025,pending,name,82,1938-1951,5,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
203,northern rhodesia|fao1952|1937-1951,Northern Rhodesia,fao1952,NRH-1911-1953,pending,name,78,1937-1951,7,1911-1953,colonial,draft,assigned,False,False,False,False,,False,weak_route
204,nigeria|fao1952|1937-1951,Nigeria,fao1952,NGA-1914-1960,pending,name,75,1937-1951,5,1914-1960,national,reviewed,assigned,True,False,False,False,,False,weak_route
205,bolivia|fao1952|1938-1951,Bolivia,fao1952,BOL-1938-2025,pending,name,73,1938-1951,4,1938-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
206,british guiana|fao1952|1937-1951,British Guiana,fao1952,GUY-1800-2025,pending,alias,73,1937-1951,6,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
207,paraguay|fao1952|1938-1951,Paraguay,fao1952,PRY-1938-2025,pending,name,72,1938-1951,5,1938-2025,national,draft,assigned,False,False,False,False,,False,weak_route
208,swaziland|fao1952|1937-1951,Swaziland,fao1952,SWZ-1894-2025,pending,alias,72,1937-1951,6,1894-2025,national,draft,assigned,False,False,False,False,,False,weak_route
209,haiti|fao1952|1937-1951,Haiti,fao1952,HTI-1800-2025,pending,name,70,1937-1951,7,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
210,jordan|fao1952|1947-1951,Jordan,fao1952,JOR-1946-2025,pending,name,70,1947-1951,5,1946-2025,national,draft,assigned,False,False,False,False,,False,weak_route
211,panama|fao1952|1937-1951,Panama,fao1952,PAN-1903-1979,pending,name,70,1937-1951,5,1903-1979,national,draft,assigned,False,False,False,False,,False,weak_route
212,sierra leone|fao1952|1937-1951,Sierra Leone,fao1952,SLE-1889-1961,pending,name,60,1937-1951,5,1889-1961,national,draft,assigned,False,False,False,False,,False,weak_route
213,spanish morocco|fao1952|1938-1951,Spanish Morocco,fao1952,SMO-1912-1956,pending,name,55,1938-1951,5,1912-1956,national,draft,assigned,False,False,False,False,,False,weak_route
214,tonga|fao1952|1937-1951,Tonga,fao1952,TON-1800-2025,pending,name,53,1937-1951,5,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
215,new caledonia|fao1952|1937-1951,New Caledonia,fao1952,NCL-1800-2025,pending,name,52,1937-1951,7,1800-2025,national,draft,proxy,False,False,False,False,,False,weak_route
216,hungary|fao1952|1938-1939,Hungary,fao1952,HUN-1938-1940,pending,name,48,1938-1939,2,1938-1940,national,draft,assigned,False,False,False,False,,False,weak_route
217,liechtenstein|fao1952|1937-1951,Liechtenstein,fao1952,LIE-1800-2025,pending,name,43,1937-1951,4,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
218,el salvador|fao1952|1937-1951,El Salvador,fao1952,SLV-1821-2025,pending,name,40,1937-1951,7,1821-2025,national,draft,assigned,False,False,False,False,,False,weak_route
219,afghanistan|fao1952|1937-1951,Afghanistan,fao1952,AFG-1919-2025,pending,name,39,1937-1951,6,1919-2025,national,draft,assigned,False,False,False,False,,False,weak_route
220,syria|fao1952|1937-1939,Syria,fao1952,SYR-1922-1946,pending,name,38,1937-1939,3,1922-1946,national,draft,assigned,False,False,False,False,,False,weak_route
221,albania|fao1952|1937-1951,Albania,fao1952,ALB-1913-2025,pending,name,35,1937-1951,6,1913-2025,national,draft,assigned,False,False,False,False,,False,weak_route
222,liberia|fao1952|1937-1951,Liberia,fao1952,LBR-1847-2025,pending,name,35,1937-1951,6,1847-2025,national,draft,assigned,False,False,False,False,,False,weak_route
223,finland|fao1952|1937-1939,Finland,fao1952,FIN-1917-1940,pending,name,33,1937-1939,3,1917-1940,national,draft,assigned,False,False,False,False,,False,weak_route
224,gambia|fao1952|1937-1951,Gambia,fao1952,GMB-1800-2025,pending,name,32,1937-1951,5,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
225,peru|fao1952|1929-1938,Peru,fao1952,PER-1922-1942,pending,name,32,1929-1938,3,1922-1942,national,draft,assigned,False,False,False,False,,False,weak_route
226,palestine|fao1952|1937-1938,Palestine,fao1952,PAL-1920-1948,pending,name,25,1937-1938,2,1920-1948,national,draft,assigned,False,False,False,False,,False,weak_route
227,lebanon|fao1952|1937-1938,Lebanon,fao1952,LBN-1920-1944,pending,name,24,1937-1938,2,1920-1944,national,draft,assigned,False,False,False,False,,False,weak_route
228,ecuador|fao1952|1937-1939,Ecuador,fao1952,ECU-1800-1942,pending,name,20,1937-1939,3,1800-1942,national,draft,assigned,False,False,False,False,,False,weak_route
229,british cameroons|fao1952|1937-1951,British Cameroons,fao1952,BCM-1916-1961,pending,name,19,1937-1951,5,1916-1961,colonial,draft,assigned,False,False,False,False,,False,weak_route
230,taiwan|fao1952|1949-1951,Taiwan,fao1952,TWN-1945-2025,pending,name,19,1949-1951,3,1945-2025,national,draft,assigned,False,False,False,False,,False,weak_route
231,saudi arabia|fao1952|1937-1951,Saudi Arabia,fao1952,SAU-1924-2025,pending,name,18,1937-1951,5,1924-2025,national,draft,assigned,False,False,False,False,,False,weak_route
232,seychelles|fao1952|1937-1951,Seychelles,fao1952,SYC-1903-2025,pending,name,16,1937-1951,5,1903-2025,national,draft,assigned,False,False,False,False,,False,weak_route
233,libya|fao1952|1937-1938,Libya,fao1952,LBY-1934-1943,pending,name,13,1937-1938,2,1934-1943,national,draft,assigned,False,False,False,False,,False,weak_route
234,nauru|fao1952|1937-1951,Nauru,fao1952,NRU-1888-2025,pending,name,13,1937-1951,5,1888-2025,national,draft,assigned,False,False,False,False,,False,weak_route
235,british north borneo|fao1952|1938-1951,British North Borneo,fao1952,BNB-1881-1963,pending,name,12,1938-1951,4,1881-1963,colonial,draft,assigned,False,False,False,False,,False,weak_route
236,nepal|fao1952|1937-1951,Nepal,fao1952,NPL-1816-2025,pending,name,12,1937-1951,5,1816-2025,national,draft,assigned,False,False,False,False,,False,weak_route
237,western samoa|fao1952|1937-1951,Western Samoa,fao1952,WSM-1900-2025,pending,alias,12,1937-1951,6,1900-2025,national,draft,assigned,False,False,False,False,,False,weak_route
238,jordan|fao1952|1937-1938,Jordan,fao1952,JOR-1923-1946,pending,name,11,1937-1938,2,1923-1946,national,draft,assigned,False,False,False,False,,False,weak_route
239,french equatorial africa|fao1952|1937-1951,French Equatorial Africa,fao1952,AEF-1910-1960,pending,name,10,1937-1951,6,1910-1960,national,draft,assigned,False,False,False,False,,False,weak_route
240,pakistan|fao1952|1948-1948,Pakistan,fao1952,PAK-1947-1949,pending,name,8,1948-1948,1,1947-1949,national,draft,assigned,False,False,False,False,,False,weak_route
241,indonesia|fao1952|1947-1948,Indonesia,fao1952,IDN-1945-1949,pending,name,7,1947-1948,2,1945-1949,national,draft,assigned,False,False,False,False,,False,weak_route
242,sao tome and principe|fao1952|1938-1951,São Tomé and Principe,fao1952,STP-1800-2025,pending,name,7,1938-1951,5,1800-2025,national,draft,proxy,False,False,False,False,,False,weak_route
243,gibraltar|fao1952|1937-1951,Gibraltar,fao1952,GIB-1800-2025,pending,name,6,1937-1951,3,1800-2025,territory,draft,estimate,False,False,False,False,,False,weak_route
244,germany|fao1952|1937-1937,Germany,fao1952,DEU-1920-1938,pending,name,5,1937-1937,1,1920-1938,national,draft,assigned,False,False,False,False,,False,weak_route
245,hungary|fao1952|1937-1937,Hungary,fao1952,HUN-1920-1938,pending,name,5,1937-1937,1,1920-1938,national,draft,assigned,False,False,False,False,,False,weak_route
246,monaco|fao1952|1937-1951,Monaco,fao1952,MCO-1800-2025,pending,name,5,1937-1951,3,1800-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
247,andorra|fao1952|1937-1951,Andorra,fao1952,AND-1800-2025,pending,name,4,1937-1951,3,1800-2025,national,reviewed,assigned,True,False,False,False,,False,weak_route
248,bhutan|fao1952|1937-1951,Bhutan,fao1952,BTN-1800-2025,pending,name,4,1937-1951,3,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
249,kuwait|fao1952|1937-1951,Kuwait,fao1952,KWT-1800-2025,pending,name,4,1937-1951,3,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
250,paraguay|fao1952|1936-1937,Paraguay,fao1952,PRY-1932-1938,pending,name,4,1936-1937,2,1932-1938,national,draft,assigned,False,False,False,False,,False,weak_route
251,qatar|fao1952|1937-1951,Qatar,fao1952,QAT-1800-2025,pending,name,4,1937-1951,3,1800-2025,national,draft,assigned,False,False,False,False,,False,weak_route
252,san marino|fao1952|1937-1951,San Marino,fao1952,SMR-1800-2025,pending,name,4,1937-1951,3,1800-2025,national,draft,proxy,False,False,False,False,,False,weak_route
253,cook islands|fao1952|1949-1951,Cook Islands,fao1952,COK-1800-2025,pending,name,3,1949-1951,3,1800-2025,territory,draft,assigned,False,False,False,False,,False,weak_route
254,india|fao1952|1948-1948,India,fao1952,IND-1947-1949,pending,name,3,1948-1948,1,1947-1949,national,draft,assigned,False,False,False,False,,False,weak_route
255,korea north|fao1952|1949-1949,Korea North,fao1952,PRK-1948-2025,pending,tokenset,2,1949-1949,1,1948-2025,national,draft,assigned,False,False,False,False,,False,weak_route
256,morocco|fao1952|1950-1951,Morocco,fao1952,MAR-1911-1958,pending,name,2,1950-1951,2,1911-1958,national,draft,assigned,False,False,False,False,,False,weak_route
257,niue|fao1952|1949-1950,Niue,fao1952,NIU-1800-2025,pending,name,2,1949-1950,2,1800-2025,territory,draft,assigned,False,False,False,False,,False,weak_route
258,spanish west africa|fao1952|1937-1951,Spanish West Africa,fao1952,SWA-1912-1958,pending,name,2,1937-1951,2,1912-1958,national,draft,assigned,False,False,False,False,,False,weak_route
259,tokelau|fao1952|1949-1950,Tokelau,fao1952,TKL-1800-2025,pending,name,2,1949-1950,2,1800-2025,territory,draft,estimate,False,False,False,False,,False,weak_route
260,bolivia|fao1952|1937-1937,Bolivia,fao1952,BOL-1909-1938,pending,name,1,1937-1937,1,1909-1938,national,draft,assigned,False,False,False,False,,False,weak_route
261,united states of america|juan|1900-1958,united states of america,juan,USA-1867-1959,pending,applied_alias,5948,1900-1958,59,1867-1959,national,draft,assigned,False,False,False,False,high,False,precedent
262,italy|juan|1870-1918,italy,juan,ITA-1870-1919,pending,applied_alias,1739,1870-1918,49,1870-1919,national,draft,assigned,False,False,False,False,high,False,precedent
263,united states of america|mitchell|1867-1958,united states of america,mitchell,USA-1867-1959,pending,applied_alias,1531,1867-1958,92,1867-1959,national,draft,assigned,False,False,False,False,high,False,precedent
264,south africa|mitchell|1910-1960,south africa,mitchell,ZAF-1910-2025,reopened,applied_alias,938,1910-1960,51,1910-2025,national,reviewed,assigned,True,False,False,False,high,False,precedent
265,turkey|mitchell|1920-1960,turkey,mitchell,TUR-1920-2025,reopened,applied_alias,870,1920-1960,41,1920-2025,national,draft,assigned,False,False,False,False,,True,precedent
266,algeria|mitchell|1919-1960,algeria,mitchell,DZA-1919-1962,pending,applied_alias,832,1919-1960,42,1919-1962,national,draft,assigned,False,False,False,False,high,False,precedent
267,romania|juan|1920-1939,romania,juan,ROU-1920-1940,pending,applied_alias,790,1920-1939,20,1920-1940,national,draft,assigned,False,False,False,False,high,False,precedent
268,romania|juan|1860-1912,romania,juan,ROU-1859-1913,reopened,applied_alias,610,1860-1912,40,1859-1913,national,draft,assigned,False,False,False,False,high,False,precedent
269,romania|juan|1947-1960,romania,juan,ROU-1947-2025,pending,applied_alias,553,1947-1960,14,1947-2025,national,reviewed,assigned,True,False,False,False,high,False,precedent
270,algeria|iia|1919-1945,algeria,iia,DZA-1919-1962,pending,applied_alias,446,1919-1945,24,1919-1962,national,draft,assigned,False,False,False,False,high,False,precedent
271,bulgaria|juan|1890-1912,bulgaria,juan,BGR-1878-1913,pending,applied_alias,426,1890-1912,17,1878-1913,national,draft,assigned,False,False,False,False,high,False,precedent
272,spain|iia|1909-1945,spain,iia,ESP-1800-2025,pending,iso,405,1909-1945,34,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
273,mexico|mitchell|1877-1960,mexico,mitchell,MEX-1848-2025,pending,iso,393,1877-1960,74,1848-2025,national,draft,assigned,False,False,False,False,,True,precedent
274,czech republic|iia|1919-1937,czech republic,iia,F51-1918-1938,pending,applied_alias,390,1919-1937,16,1918-1938,national,draft,assigned,False,False,False,False,high,False,precedent
275,united states of america|iia|1909-1945,united states of america,iia,USA-1867-1959,pending,applied_alias,389,1909-1945,34,1867-1959,national,draft,assigned,False,False,False,False,high,False,precedent
276,tanzania|mitchell|1922-1960,tanzania,mitchell,TAN-1922-1964,pending,applied_alias,382,1922-1960,39,1922-1961,national,draft,assigned,False,False,False,False,medium,False,precedent
277,south africa|iia|1910-1945,south africa,iia,ZAF-1910-2025,reopened,applied_alias,364,1910-1945,33,1910-2025,national,reviewed,assigned,True,False,False,False,high,False,precedent
278,philippines|iia|1909-1945,philippines,iia,PHL-1800-2025,pending,iso,355,1909-1945,34,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
279,uruguay|mitchell|1860-1960,uruguay,mitchell,URY-1828-2025,pending,iso,346,1860-1960,71,1828-2025,national,draft,assigned,False,False,False,False,,True,precedent
280,morocco|iia|1911-1945,morocco,iia,MAR-1911-1958,pending,iso,338,1911-1945,32,1911-1958,national,draft,assigned,False,False,False,False,,True,precedent
281,romania|juan|1940-1946,romania,juan,ROU-1940-1947,pending,applied_alias,327,1940-1946,7,1940-1947,national,reviewed,proxy,True,False,False,False,high,False,precedent
282,france|fao1952|1937-1951,France,fao1952,FRA-1919-2025,pending,applied_alias,324,1937-1951,7,1919-2025,national,draft,assigned,False,False,False,False,high,False,precedent
283,france|iia|1919-1945,france,iia,FRA-1919-2025,pending,applied_alias,322,1919-1945,24,1919-2025,national,draft,assigned,False,False,False,False,high,True,precedent
284,venezuela|mitchell|1873-1960,venezuela,mitchell,VEN-1821-2025,pending,iso,317,1873-1960,71,1821-2025,national,draft,assigned,False,False,False,False,,True,precedent
285,tunisia|iia|1909-1945,tunisia,iia,TUN-1881-2025,pending,iso,313,1909-1945,34,1881-2025,national,draft,assigned,False,False,False,False,,True,precedent
286,australia|fao1952|1937-1951,Australia,fao1952,AUS-1901-2025,pending,applied_alias,303,1937-1951,8,1901-2025,national,reviewed,assigned,True,False,False,False,high,False,precedent
287,algeria|mitchell|1902-1918,algeria,mitchell,DZA-1902-1919,pending,applied_alias,297,1902-1918,17,1902-1919,national,draft,assigned,False,False,False,False,high,False,precedent
288,bulgaria|iia|1919-1939,bulgaria,iia,BGR-1919-1940,pending,applied_alias,285,1919-1939,18,1919-1940,national,draft,assigned,False,False,False,False,high,True,precedent
289,viet nam|iia|1929-1944,viet nam,iia,VNM-1887-1954,pending,applied_alias,273,1929-1944,16,1887-1954,national,draft,assigned,False,False,False,False,high,False,precedent
290,cuba|mitchell|1850-1960,cuba,mitchell,CUB-1800-2025,pending,iso,272,1850-1960,109,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
291,madagascar|iia|1911-1945,madagascar,iia,MDG-1882-2025,pending,iso,270,1911-1945,26,1882-2025,national,draft,assigned,False,False,False,False,,True,precedent
292,france|juan|1850-1870,france,juan,FRA-1800-1871,pending,applied_alias,265,1850-1870,21,1800-1871,national,draft,assigned,False,False,False,False,high,False,precedent
293,french morocco|fao1952|1937-1951,French Morocco,fao1952,MAR-1911-1958,pending,applied_alias,261,1937-1951,6,1911-1958,national,draft,assigned,False,False,False,False,high,False,precedent
294,israel|iia|1922-1945,israel,iia,PAL-1920-1948,pending,applied_alias,259,1922-1945,21,1920-1948,national,draft,assigned,False,False,False,False,medium,False,precedent
295,new zealand|iia|1909-1945,new zealand,iia,NZL-1840-2025,pending,iso,258,1909-1945,32,1840-2025,national,draft,assigned,False,False,False,False,,True,precedent
296,algeria|fao1952|1937-1951,Algeria,fao1952,DZA-1919-1962,pending,applied_alias,257,1937-1951,6,1919-1962,national,draft,assigned,False,False,False,False,high,False,precedent
297,colombia|mitchell|1922-1960,colombia,mitchell,COL-1922-2025,pending,iso,247,1922-1960,39,1922-2025,national,reviewed,assigned,True,False,False,False,,True,precedent
298,united states of america|juan|1959-1960,united states of america,juan,USA-1959-2025,pending,applied_alias,247,1959-1960,2,1959-2025,national,draft,assigned,False,False,False,False,high,False,precedent
299,sri lanka|iia|1909-1945,sri lanka,iia,LKA-1800-2025,pending,iso,242,1909-1945,34,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
300,algeria|mitchell|1886-1901,algeria,mitchell,DZA-1886-1902,pending,applied_alias,241,1886-1901,16,1886-1902,national,draft,assigned,False,False,False,False,high,False,precedent
301,czech republic|iia|1938-1944,czech republic,iia,F51-1938-1945,pending,applied_alias,239,1938-1944,7,1938-1945,national,draft,assigned,False,False,False,False,high,False,precedent
302,algeria|mitchell|1860-1885,algeria,mitchell,DZA-1831-1886,pending,applied_alias,237,1860-1885,23,1831-1886,national,draft,assigned,False,False,False,False,high,False,precedent
303,jamaica|iia|1909-1945,jamaica,iia,JAM-1800-2025,pending,iso,237,1909-1945,32,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
304,belgium|iia|1909-1945,belgium,iia,BEL-1831-2025,pending,applied_alias,230,1909-1945,34,1831-2025,national,draft,assigned,False,False,False,False,,True,precedent
305,dr congo|iia|1913-1945,dr congo,iia,COD-1910-1960,pending,iso,220,1913-1945,27,1910-1960,national,draft,assigned,False,False,False,False,,True,precedent
306,austria|iia|1919-1945,austria,iia,AUT-1919-2025,pending,iso,219,1919-1945,24,1919-2025,national,draft,assigned,False,False,False,False,,True,precedent
307,switzerland|iia|1909-1945,switzerland,iia,CHE-1800-2025,pending,iso,218,1909-1945,34,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
308,guatemala|mitchell|1884-1960,guatemala,mitchell,GTM-1821-2025,pending,iso,210,1884-1960,71,1821-2025,national,draft,assigned,False,False,False,False,,True,precedent
309,dominican republic|mitchell|1901-1960,dominican republic,mitchell,DOM-1800-2025,pending,iso,207,1901-1960,60,1800-2025,national,draft,assigned,False,False,False,False,,True,precedent
310,romania|iia|1920-1939,romania,iia,ROU-1920-1940,pending,applied_alias,206,1920-1939,16,1920-1940,national,draft,assigned,False,False,False,False,high,False,precedent
311,netherlands|iia|1909-1945,netherlands,iia,NLD-1830-2025,pending,iso,203,1909-1945,34,1830-2025,national,draft,assigned,False,False,False,False,,True,precedent
312,western australia|sa_colonial|1854-1898,Western Australia,sa_colonial,AUWA-1829-1900,pending,applied_alias,195,1854-1898,45,1829-1900,colonial,draft,assigned,False,False,False,False,high,False,precedent
313,el salvador|mitchell|1894-1960,el salvador,mitchell,SLV-1821-2025,pending,iso,192,1894-1960,66,1821-2025,national,draft,assigned,False,False,False,False,,True,precedent
314,bulgaria|juan|1913-1917,bulgaria,juan,BGR-1913-1918,pending,applied_alias,189,1913-1917,5,1913-1918,national,draft,assigned,False,False,False,False,high,False,precedent
